last,first,pos,num,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
HATHAWAY,GARNET,R,64,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
NOESEN,STEFAN,R,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDELL,TYLER,R,64,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0
SHAW,ANDREW,C,65,21.0,8.0,6.0,7.0,8.0,7.0,6.0,0.0,20.0,20.0,0.0,1.0
ELSON,TURNER,C,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOURDE,YANNI,C,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEKEYSER,DANNY,D,65,17.0,1.0,3.0,13.0,6.0,5.0,6.0,0.0,15.0,16.0,0.0,1.0
KARLSSON,ERIK,D,65,61.0,14.0,17.0,30.0,11.0,21.0,21.0,8.0,47.0,57.0,0.0,4.0
HAINSEY,RON,D,65,34.0,5.0,5.0,24.0,13.0,9.0,8.0,4.0,23.0,29.0,0.0,5.0
STOLARZ,ANTHONY,G,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURAKOVSKY,ANDRE,L,65,34.0,19.0,7.0,8.0,16.0,8.0,9.0,1.0,32.0,34.0,0.0,0.0
GRENIER,ALEXANDRE,R,65,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
DOWD,NIC,C,67,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
KERO,TANNER,C,67,8.0,3.0,1.0,4.0,5.0,1.0,2.0,0.0,6.0,6.0,0.0,2.0
HARPUR,BEN,D,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POULIOT,BENOIT,L,67,32.0,17.0,5.0,10.0,14.0,9.0,9.0,0.0,26.0,27.0,2.0,3.0
PACIORETTY,MAX,L,67,35.0,15.0,7.0,13.0,15.0,11.0,7.0,2.0,26.0,29.0,1.0,5.0
BROWN,CHRIS,R,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROLIK,MICHAEL,R,67,27.0,10.0,8.0,9.0,8.0,6.0,12.0,1.0,20.0,21.0,0.0,6.0
RAKELL,RICKARD,R,67,29.0,14.0,8.0,7.0,14.0,4.0,9.0,2.0,23.0,27.0,2.0,0.0
KARLSSON,MELKER,C,68,24.0,12.0,9.0,3.0,7.0,9.0,8.0,0.0,19.0,20.0,1.0,3.0
HOFFMAN,MIKE,C,68,44.0,18.0,10.0,16.0,22.0,12.0,8.0,2.0,36.0,40.0,4.0,0.0
JAGR,JAROMIR,R,68,33.0,13.0,12.0,8.0,13.0,9.0,11.0,0.0,32.0,32.0,1.0,0.0
COGLIANO,ANDREW,C,7,26.0,11.0,7.0,8.0,12.0,7.0,7.0,0.0,21.0,21.0,0.0,5.0
MITCHELL,JOHN,C,7,33.0,10.0,10.0,13.0,12.0,11.0,10.0,0.0,24.0,25.0,0.0,8.0
TURRIS,KYLE,C,7,16.0,10.0,3.0,3.0,7.0,4.0,4.0,1.0,14.0,15.0,0.0,1.0
CULLEN,MATT,C,7,19.0,9.0,2.0,8.0,7.0,5.0,5.0,2.0,12.0,15.0,0.0,4.0
CHIAROT,BEN,D,7,15.0,2.0,2.0,11.0,4.0,7.0,4.0,0.0,14.0,14.0,0.0,1.0
SEABROOK,BRENT,D,7,19.0,2.0,2.0,15.0,6.0,5.0,8.0,0.0,15.0,15.0,1.0,3.0
FORBORT,DEREK,D,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULIKOV,DMITRY,D,7,31.0,3.0,8.0,20.0,14.0,13.0,4.0,0.0,24.0,27.0,0.0,4.0
JOHNSON,JACK,D,7,8.0,1.0,0.0,7.0,0.0,4.0,4.0,0.0,7.0,8.0,0.0,0.0
MERRILL,JON,D,7,7.0,0.0,2.0,5.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
MARTIN,PAUL,D,7,26.0,1.0,5.0,20.0,8.0,8.0,10.0,0.0,26.0,26.0,0.0,0.0
SCUDERI,ROB,D,7,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MURPHY,RYAN,D,7,11.0,2.0,3.0,6.0,2.0,6.0,3.0,0.0,11.0,11.0,0.0,0.0
ELLIOTT,STEFAN,D,7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
BRODIE,TJ,D,7,47.0,3.0,5.0,39.0,15.0,17.0,10.0,5.0,30.0,33.0,2.0,12.0
PORTER,CHRIS,L,7,15.0,8.0,4.0,3.0,5.0,6.0,4.0,0.0,10.0,10.0,0.0,5.0
VEY,LINDEN,R,7,16.0,5.0,4.0,7.0,10.0,2.0,4.0,0.0,15.0,15.0,0.0,1.0
RASMUSSEN,DENNIS,C,70,7.0,5.0,1.0,1.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,0.0
HOLTBY,BRADEN,G,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KORPISALO,JOONAS,G,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUBBAN,MALCOLM,G,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEARSON,TANNER,L,70,27.0,12.0,9.0,6.0,10.0,6.0,10.0,1.0,21.0,23.0,0.0,4.0
RENDULIC,BORNA,C,71,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
LARKIN,DYLAN,C,71,43.0,20.0,9.0,14.0,17.0,7.0,16.0,3.0,36.0,41.0,1.0,1.0
RODRIGUES,EVAN,C,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALKIN,EVGENI,C,71,54.0,25.0,13.0,16.0,15.0,14.0,23.0,2.0,49.0,51.0,2.0,1.0
NOLAN,JORDAN,C,71,4.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0
HANLEY,JOEL,D,71,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0
MELCHIORI,JULIAN,D,71,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
FOLIGNO,NICK,L,71,27.0,16.0,6.0,5.0,11.0,10.0,6.0,0.0,25.0,25.0,2.0,0.0
ATHANASIOU,ANDREAS,C,72,11.0,4.0,1.0,6.0,3.0,5.0,3.0,0.0,10.0,10.0,0.0,1.0
PANARIN,ARTEMI,C,72,29.0,15.0,3.0,11.0,9.0,8.0,10.0,2.0,25.0,28.0,1.0,0.0
VATRANO,FRANK,C,72,16.0,7.0,5.0,4.0,5.0,5.0,6.0,0.0,16.0,16.0,0.0,0.0
BOBROVSKY,SERGEI,G,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORNQVIST,PATRIC,R,72,28.0,11.0,9.0,8.0,6.0,14.0,8.0,0.0,22.0,26.0,2.0,0.0
KOSMACHUK,SCOTT,R,72,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
PIRRI,BRANDON,C,73,18.0,4.0,7.0,7.0,5.0,7.0,6.0,0.0,17.0,18.0,0.0,0.0
TOFFOLI,TYLER,C,73,32.0,15.0,6.0,11.0,12.0,10.0,10.0,0.0,22.0,26.0,0.0,6.0
EMELIN,ALEXEI,D,74,15.0,4.0,2.0,9.0,6.0,5.0,4.0,0.0,12.0,12.0,0.0,3.0
DEMELO,DYLAN,D,74,8.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,7.0,7.0,1.0,0.0
SLAVIN,JACCOB,D,74,54.0,10.0,8.0,36.0,21.0,17.0,12.0,4.0,42.0,47.0,0.0,7.0
CARLSON,JOHN,D,74,24.0,5.0,7.0,12.0,11.0,11.0,1.0,1.0,19.0,20.0,3.0,1.0
BOROWIECKI,MARK,D,74,3.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
KING,DWIGHT,L,74,5.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,0.0,1.0
REAVES,RYAN,R,75,8.0,5.0,2.0,1.0,4.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0
KHOKHLACHEV,ALEX,C,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VANDEVELDE,CHRIS,C,76,21.0,7.0,7.0,7.0,8.0,7.0,6.0,0.0,14.0,14.0,0.0,7.0
DAUPHIN,LAURENT,C,76,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,3.0,3.0,0.0,0.0
SKJEI,BRADY,D,76,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0
SUBBAN,P.K.,D,76,23.0,7.0,2.0,14.0,8.0,7.0,8.0,0.0,16.0,17.0,4.0,2.0
DE LEO,CHASE,C,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARTER,JEFF,C,77,26.0,11.0,6.0,9.0,10.0,10.0,5.0,1.0,21.0,23.0,1.0,2.0
SGARBOSSA,MICHAEL,C,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLEFBOM,OSCAR,D,77,10.0,3.0,0.0,7.0,3.0,3.0,4.0,0.0,7.0,8.0,1.0,1.0
GILBERT,TOM,D,77,6.0,1.0,0.0,5.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0
HEDMAN,VICTOR,D,77,48.0,6.0,18.0,24.0,20.0,13.0,15.0,0.0,39.0,40.0,4.0,4.0
OSHIE,T.J.,R,77,62.0,31.0,13.0,18.0,21.0,23.0,18.0,0.0,45.0,47.0,7.0,8.0
BELLEMARE,PIERRE-EDOUARD,L,78,37.0,14.0,11.0,12.0,8.0,7.0,19.0,3.0,26.0,29.0,0.0,8.0
MARKOV,ANDREI,D,79,38.0,8.0,7.0,23.0,12.0,10.0,16.0,0.0,27.0,28.0,4.0,6.0
FERLAND,MICHEAL,L,79,37.0,17.0,8.0,12.0,13.0,14.0,10.0,0.0,36.0,36.0,0.0,1.0
COLBORNE,JOE,C,8,27.0,12.0,8.0,7.0,12.0,12.0,3.0,0.0,23.0,23.0,2.0,2.0
PAVELSKI,JOE,C,8,46.0,21.0,17.0,8.0,16.0,10.0,19.0,1.0,36.0,40.0,5.0,1.0
RIEDER,TOBIAS,C,8,31.0,10.0,11.0,10.0,11.0,10.0,9.0,1.0,20.0,23.0,1.0,7.0
DUMOULIN,BRIAN,D,8,32.0,1.0,3.0,28.0,11.0,10.0,11.0,0.0,27.0,28.0,1.0,3.0
TANEV,CHRISTOPHER,D,8,14.0,1.0,0.0,13.0,4.0,7.0,3.0,0.0,11.0,11.0,0.0,3.0
CARRICK,CONNOR,D,8,6.0,2.0,0.0,4.0,2.0,1.0,3.0,0.0,5.0,6.0,0.0,0.0
SCHLEMKO,DAVID,D,8,16.0,2.0,2.0,12.0,3.0,6.0,7.0,0.0,10.0,11.0,1.0,4.0
DOUGHTY,DREW,D,8,10.0,1.0,0.0,9.0,2.0,4.0,4.0,0.0,9.0,10.0,0.0,0.0
REINHART,GRIFFIN,D,8,6.0,0.0,1.0,5.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,1.0
TROUBA,JACOB,D,8,29.0,8.0,6.0,15.0,7.0,13.0,9.0,0.0,20.0,20.0,3.0,6.0
KLEIN,KEVIN,D,8,20.0,2.0,7.0,11.0,5.0,10.0,5.0,0.0,14.0,16.0,1.0,3.0
GRANBERG,PETTER,D,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVECHKIN,ALEX,L,8,24.0,15.0,6.0,3.0,7.0,6.0,11.0,0.0,19.0,19.0,5.0,0.0
ABDELKADER,JUSTIN,L,8,23.0,7.0,6.0,10.0,11.0,6.0,6.0,0.0,12.0,12.0,1.0,10.0
SKILLE,JACK,R,8,17.0,5.0,7.0,5.0,7.0,5.0,5.0,0.0,15.0,15.0,0.0,2.0
TENNYSON,MATT,D,80,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MARCHESSAULT,JONATHAN,C,81,5.0,3.0,0.0,2.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0
ELLER,LARS,C,81,46.0,20.0,10.0,16.0,16.0,11.0,17.0,2.0,35.0,39.0,1.0,6.0
KESSEL,PHIL,C,81,26.0,15.0,7.0,4.0,9.0,9.0,8.0,0.0,23.0,23.0,3.0,0.0
HOSSA,MARIAN,R,81,44.0,15.0,12.0,17.0,22.0,10.0,12.0,0.0,36.0,37.0,2.0,5.0
MEDVEDEV,EVGENY,D,82,13.0,1.0,4.0,8.0,2.0,5.0,6.0,0.0,10.0,12.0,0.0,1.0
OESTERLE,JORDAN,D,82,8.0,1.0,0.0,7.0,0.0,5.0,3.0,0.0,5.0,6.0,2.0,0.0
FOLIGNO,MARCUS,L,82,30.0,15.0,7.0,8.0,13.0,8.0,9.0,0.0,24.0,24.0,1.0,5.0
GOLDOBIN,NIKOLAY,R,82,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
BEAGLE,JAY,C,83,20.0,7.0,6.0,7.0,10.0,2.0,8.0,0.0,13.0,14.0,0.0,6.0
NIETO,MATT,L,83,17.0,5.0,7.0,5.0,7.0,6.0,4.0,0.0,15.0,15.0,0.0,2.0
NOSEK,TOMAS,L,83,3.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
HEMSKY,ALES,R,83,22.0,12.0,7.0,3.0,9.0,9.0,4.0,0.0,22.0,22.0,0.0,0.0
SISSONS,COLTON,C,84,5.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,4.0,4.0,0.0,1.0
GRABOVSKI,MIKHAIL,C,84,28.0,10.0,3.0,15.0,8.0,9.0,11.0,0.0,23.0,27.0,1.0,0.0
VARONE,PHILIP,C,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERREAULT,MATHIEU,C,85,31.0,19.0,6.0,6.0,10.0,11.0,9.0,1.0,27.0,30.0,1.0,0.0
ELLIS,MORGAN,D,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,KEVAN,D,86,12.0,1.0,1.0,10.0,7.0,1.0,4.0,0.0,10.0,10.0,0.0,2.0
NIKITIN,NIKITA,D,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRICKLEY,CONNOR,L,86,4.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,0.0
KULEMIN,NIKOLAY,L,86,32.0,9.0,6.0,17.0,10.0,12.0,10.0,0.0,21.0,22.0,0.0,10.0
TERAVAINEN,TEUVO,L,86,35.0,14.0,12.0,9.0,14.0,7.0,14.0,0.0,28.0,31.0,0.0,4.0
KUCHEROV,NIKITA,R,86,34.0,19.0,10.0,5.0,12.0,7.0,14.0,1.0,29.0,32.0,2.0,0.0
CROSBY,SIDNEY,C,87,40.0,19.0,10.0,11.0,14.0,14.0,11.0,1.0,37.0,38.0,2.0,0.0
DAVIDSON,BRANDON,D,88,19.0,3.0,2.0,14.0,7.0,7.0,5.0,0.0,15.0,15.0,0.0,4.0
BURNS,BRENT,D,88,53.0,7.0,7.0,39.0,21.0,21.0,11.0,0.0,41.0,41.0,2.0,10.0
SCHMIDT,NATE,D,88,34.0,2.0,6.0,26.0,12.0,14.0,8.0,0.0,26.0,28.0,0.0,6.0
TRYAMKIN,NIKITA,D,88,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
VASILEVSKIY,ANDREI,G,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCGINN,JAMIE,L,88,18.0,11.0,3.0,4.0,7.0,4.0,7.0,0.0,13.0,13.0,5.0,0.0
PASTRNAK,DAVID,R,88,35.0,15.0,12.0,8.0,10.0,12.0,13.0,0.0,33.0,35.0,0.0,0.0
KANE,PATRICK,R,88,34.0,15.0,9.0,10.0,12.0,15.0,7.0,0.0,31.0,34.0,0.0,0.0
GOODROW,BARCLAY,C,89,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
GAGNER,SAM,C,89,20.0,16.0,4.0,0.0,8.0,5.0,6.0,1.0,18.0,19.0,1.0,0.0
NESTEROV,NIKITA,D,89,8.0,4.0,0.0,4.0,3.0,3.0,2.0,0.0,6.0,7.0,1.0,0.0
JOHNSTON,RYAN,D,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCORMICK,MAX,L,89,8.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,8.0,8.0,0.0,0.0
BOEDKER,MIKKEL,L,89,38.0,19.0,8.0,11.0,12.0,13.0,12.0,1.0,34.0,36.0,2.0,0.0
COPP,ANDREW,C,9,10.0,5.0,3.0,2.0,6.0,1.0,3.0,0.0,8.0,8.0,0.0,2.0
ZUBRUS,DAINIUS,C,9,15.0,7.0,2.0,6.0,9.0,6.0,0.0,0.0,14.0,14.0,0.0,1.0
CAMPBELL,GREGORY,C,9,14.0,8.0,2.0,4.0,8.0,3.0,3.0,0.0,11.0,11.0,0.0,3.0
TLUSTY,JIRI,C,9,8.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,7.0,7.0,1.0,0.0
DUCHENE,MATT,C,9,43.0,22.0,8.0,13.0,13.0,15.0,13.0,2.0,37.0,41.0,2.0,0.0
KOIVU,MIKKO,C,9,37.0,20.0,8.0,9.0,15.0,12.0,10.0,0.0,33.0,34.0,2.0,1.0
OTT,STEVE,C,9,3.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0
JOHNSON,TYLER,C,9,19.0,8.0,1.0,10.0,9.0,3.0,5.0,2.0,14.0,17.0,1.0,1.0
ORLOV,DMITRY,D,9,37.0,12.0,8.0,17.0,13.0,13.0,11.0,0.0,32.0,33.0,3.0,1.0
PRUST,BRANDON,L,9,5.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0
KANE,EVANDER,L,9,37.0,15.0,7.0,15.0,11.0,17.0,4.0,5.0,23.0,30.0,1.0,6.0
FORSBERG,FILIP,L,9,72.0,27.0,18.0,27.0,23.0,25.0,22.0,2.0,59.0,64.0,1.0,7.0
MICHALEK,MILAN,L,9,17.0,8.0,4.0,5.0,10.0,2.0,5.0,0.0,14.0,14.0,1.0,2.0
DUPUIS,PASCAL,L,9,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0
TIKHONOV,VIKTOR,R,9,7.0,3.0,4.0,0.0,2.0,3.0,2.0,0.0,5.0,6.0,1.0,0.0
SPEZZA,JASON,C,90,45.0,25.0,5.0,15.0,16.0,11.0,18.0,0.0,41.0,43.0,1.0,1.0
O'REILLY,RYAN,C,90,47.0,16.0,17.0,14.0,21.0,10.0,16.0,0.0,37.0,41.0,1.0,5.0
NAMESTNIKOV,VLADISLAV,C,90,15.0,5.0,6.0,4.0,7.0,4.0,4.0,0.0,13.0,13.0,2.0,0.0
JOHANSSON,MARCUS,L,90,35.0,24.0,3.0,8.0,18.0,9.0,7.0,1.0,29.0,31.0,4.0,0.0
CHIASSON,ALEX,R,90,26.0,11.0,6.0,9.0,10.0,5.0,11.0,0.0,23.0,23.0,0.0,3.0
MCCANN,JARED,C,91,30.0,15.0,3.0,12.0,9.0,11.0,10.0,0.0,28.0,28.0,2.0,0.0
TAVARES,JOHN,C,91,69.0,30.0,12.0,27.0,22.0,30.0,17.0,0.0,63.0,69.0,0.0,0.0
STAMKOS,STEVEN,C,91,45.0,21.0,11.0,13.0,11.0,20.0,11.0,3.0,32.0,36.0,5.0,4.0
SEGUIN,TYLER,C,91,21.0,8.0,10.0,3.0,5.0,10.0,3.0,3.0,17.0,20.0,1.0,0.0
TARASENKO,VLADIMIR,R,91,38.0,18.0,9.0,11.0,10.0,14.0,11.0,3.0,28.0,32.0,3.0,3.0
KUZNETSOV,EVGENY,C,92,61.0,23.0,15.0,23.0,17.0,18.0,21.0,5.0,52.0,60.0,1.0,0.0
RAU,KYLE,C,92,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0
JOHANSEN,RYAN,C,92,18.0,8.0,7.0,3.0,5.0,6.0,7.0,0.0,17.0,18.0,0.0,0.0
LANDESKOG,GABRIEL,L,92,37.0,10.0,8.0,19.0,10.0,17.0,9.0,1.0,31.0,32.0,2.0,3.0
FRANZEN,JOHAN,C,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIBANEJAD,MIKA,C,93,39.0,16.0,9.0,14.0,11.0,15.0,11.0,2.0,26.0,31.0,3.0,5.0
NUGENT-HOPKINS,RYAN,C,93,43.0,18.0,8.0,17.0,18.0,14.0,10.0,1.0,37.0,38.0,1.0,4.0
BENNETT,SAM,C,93,34.0,19.0,4.0,11.0,14.0,9.0,10.0,1.0,32.0,33.0,1.0,0.0
GOMEZ,SCOTT,C,93,4.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3.0,4.0,0.0,0.0
YANDLE,KEITH,D,93,27.0,6.0,1.0,20.0,9.0,10.0,8.0,0.0,23.0,23.0,4.0,0.0
VORACEK,JAKUB,R,93,26.0,10.0,8.0,8.0,6.0,11.0,9.0,0.0,24.0,25.0,0.0,1.0
ETEM,EMERSON,R,96,13.0,8.0,3.0,2.0,3.0,4.0,6.0,0.0,12.0,12.0,1.0,0.0
RANTANEN,MIKKO,R,96,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
MCDAVID,CONNOR,C,97,33.0,12.0,5.0,16.0,13.0,6.0,14.0,0.0,24.0,27.0,3.0,3.0
